country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Slovenia,SI,SVN,705,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.079999924,Male,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.889999986,Total,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.029999971,Female,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.6900000570000002,Male,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.889999986,Total,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.480000019,Female,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.760000229,Male,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.139999866,Total,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.769999981,Female,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.800000191,Male,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.319999933,Total,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.409999847,Female,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.390000343,Male,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.920000076,Total,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.8999999762,Female,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.039999962,Male,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.49000001,Total,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,16.40999985,Female,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,17.88999939,Male,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,17.15999985,Total,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.089999914,Female,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.340000153,Male,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.720000029,Total,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,11.71000004,Female,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,16.97999954,Male,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.38000011,Total,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.409999847,Female,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.320000172,Male,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.860000134,Total,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.299999952,Female,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.220000029,Male,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.779999971,Total,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.570000052,Female,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.75,Male,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.659999967,Total,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.400000095,Female,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.599999905,Male,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.019999981,Total,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.4600000380000004,Female,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.69999981,Male,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.149999619,Total,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.760000229,Female,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.550000191,Male,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.199999809,Total,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,12.97999954,Female,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,21.31999969,Male,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,17.29000092,Total,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.089999914,Female,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.730000019,Male,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.429999828,Total,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.7400000095,Female,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.330000043,Male,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.039999962,Total,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.2199999988,Female,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.7599999905,Male,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.5,Total,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.119999886,Female,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.5,Male,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.3299999239999991,Total,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.660000086,Female,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.940000057,Male,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.829999924,Total,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.860000134,Female,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.739999771,Male,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.309999943,Total,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.6800000072,Female,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.6500000950000002,Male,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.720000029,Total,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.75999999,Female,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.210000038,Male,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.99000001,Total,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.570000172,Female,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.539999962,Male,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.059999943,Total,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.849999905,Female,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,6.010000229,Male,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.929999828,Total,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.8099999429999998,Female,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.050000191,Male,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.4400000570000002,Total,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.039999962,Female,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.0599999429999998,Male,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.559999943,Total,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.860000134,Female,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.260000229,Male,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,7.570000172,Total,Units,%,Modelled,,,Total
United States,US,USA,840,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.9200000167,Female,Units,%,Modelled,,,Total
United States,US,USA,840,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.679999948,Male,Units,%,Modelled,,,Total
United States,US,USA,840,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.309999943,Total,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,0.8000000119,Female,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.769999981,Male,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.299999952,Total,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.99000001,Female,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.320000172,Male,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.680000067,Total,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,1.330000043,Female,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.069999933,Male,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.2300000190000002,Total,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.880000114,Female,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.1900000570000002,Male,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.529999971,Total,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,9.350000381,Female,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.75,Male,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,10.07999992,Total,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,12.71000004,Female,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,16.26000023,Male,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,14.52000046,Total,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,3.49000001,Female,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.179999828,Male,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,4.329999924,Total,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,2.49000001,Female,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,8.729999542,Male,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Percentage of thinness among children aged 5-19 years, BMI < -2 standard deviations below the median (crude estimate)",2022,5.579999924,Total,Units,%,Modelled,,,Total
